,date,opponent,result,location,w/l,conf,season,team
0,08/30/25,Bucknell,3:30 pm,Home,,,2025,Air Force
1,09/13/25,Utah St,9:45 pm,Away,,,2025,Air Force
2,09/20/25,Boise St,7:00 pm,Home,,,2025,Air Force
3,09/27/25,Hawai'i,12:00 pm,Home,,,2025,Air Force
4,10/04/25,Navy,12:00 pm,Away,,,2025,Air Force
5,10/11/25,UNLV,3:30 pm,Away,,,2025,Air Force
6,10/18/25,Wyoming,3:30 pm,Home,,,2025,Air Force
7,11/01/25,Army,12:00 pm,Home,,,2025,Air Force
8,11/08/25,San Jose St,12:00 pm,Away,,,2025,Air Force
9,11/15/25,UConn,12:00 pm,Away,,,2025,Air Force
10,11/22/25,New Mexico,7:00 pm,Home,,,2025,Air Force
11,11/28/25,Colorado St,12:00 pm,Away,,,2025,Air Force
0,08/28/25,Wyoming,7:00 pm,Home,,,2025,Akron
1,09/06/25,Nebraska,7:30 pm,Away,,,2025,Akron
2,09/13/25,UAB,8:30 pm,Away,,,2025,Akron
3,09/20/25,Duquesne,12:00 pm,Home,,,2025,Akron
4,09/27/25,Toledo,12:00 pm,Away,,,2025,Akron
5,10/04/25,C Michigan,12:00 pm,Home,,,2025,Akron
6,10/11/25,Miami OH,12:00 pm,Home,,,2025,Akron
7,10/18/25,Ball St,12:00 pm,Away,,,2025,Akron
8,10/25/25,Buffalo,12:00 pm,Away,,,2025,Akron
9,11/04/25,UMass,12:00 pm,Home,,,2025,Akron
10,11/11/25,Kent St,7:30 pm,Home,,,2025,Akron
11,11/18/25,Bowling Green,12:00 pm,Away,,,2025,Akron
0,08/30/25,Florida St,3:30 pm,Away,,,2025,Alabama
1,09/06/25,UL Monroe,7:45 pm,Home,,,2025,Alabama
2,09/13/25,Wisconsin,12:00 pm,Home,,,2025,Alabama
3,09/27/25,Georgia,7:30 pm,Away,,,2025,Alabama
4,10/04/25,Vanderbilt,12:00 pm,Home,,,2025,Alabama
5,10/11/25,Missouri,12:00 pm,Away,,,2025,Alabama
6,10/18/25,Tennessee,12:00 pm,Home,,,2025,Alabama
7,10/25/25,South Carolina,12:00 pm,Away,,,2025,Alabama
8,11/08/25,LSU,12:00 pm,Home,,,2025,Alabama
9,11/15/25,Oklahoma,12:00 pm,Home,,,2025,Alabama
10,11/22/25,E Illinois,2:00 pm,Home,,,2025,Alabama
11,11/29/25,Auburn,12:00 pm,Away,,,2025,Alabama
0,08/29/25,Charlotte,7:00 pm,Neutral,,,2025,Appalachian State
1,09/06/25,Lindenwood,3:30 pm,Home,,,2025,Appalachian State
2,09/13/25,Southern Miss,7:00 pm,Away,,,2025,Appalachian State
3,09/27/25,Boise St,12:00 pm,Away,,,2025,Appalachian State
4,10/04/25,Oregon St,12:00 pm,Home,,,2025,Appalachian State
5,10/11/25,Georgia St,12:00 pm,Away,,,2025,Appalachian State
6,10/18/25,Coastal Car,12:00 pm,Home,,,2025,Appalachian State
7,10/25/25,Old Dominion,12:00 pm,Away,,,2025,Appalachian State
8,11/06/25,Georgia So,12:00 pm,Home,,,2025,Appalachian State
9,11/15/25,J Madison,12:00 pm,Away,,,2025,Appalachian State
10,11/22/25,Marshall,12:00 pm,Home,,,2025,Appalachian State
11,11/29/25,Arkansas St,12:00 pm,Home,,,2025,Appalachian State
0,08/30/25,Hawai'i,10:30 pm,Home,,,2025,Arizona
1,09/06/25,Weber State,10:00 pm,Home,,,2025,Arizona
2,09/12/25,Kansas St,9:00 pm,Home,,,2025,Arizona
3,09/27/25,Iowa St,12:00 pm,Away,,,2025,Arizona
4,10/04/25,Oklahoma St,12:00 pm,Home,,,2025,Arizona
5,10/11/25,BYU,12:00 pm,Home,,,2025,Arizona
6,10/18/25,Houston,12:00 pm,Away,,,2025,Arizona
7,11/01/25,Colorado,12:00 pm,Away,,,2025,Arizona
8,11/08/25,Kansas,12:00 pm,Home,,,2025,Arizona
9,11/15/25,Cincinnati,12:00 pm,Away,,,2025,Arizona
10,11/22/25,Baylor,12:00 pm,Home,,,2025,Arizona
11,11/28/25,Arizona St,12:00 pm,Away,,,2025,Arizona
0,08/30/25,N Arizona,10:00 pm,Home,,,2025,Arizona State
1,09/06/25,Mississippi St,7:30 pm,Away,,,2025,Arizona State
2,09/13/25,Texas St,10:30 pm,Home,,,2025,Arizona State
3,09/20/25,Baylor,12:00 pm,Away,,,2025,Arizona State
4,09/26/25,TCU,9:00 pm,Home,,,2025,Arizona State
5,10/11/25,Utah,12:00 pm,Away,,,2025,Arizona State
6,10/18/25,Texas Tech,12:00 pm,Home,,,2025,Arizona State
7,10/25/25,Houston,12:00 pm,Home,,,2025,Arizona State
8,11/01/25,Iowa St,12:00 pm,Away,,,2025,Arizona State
9,11/15/25,West Virginia,12:00 pm,Home,,,2025,Arizona State
10,11/22/25,Colorado,12:00 pm,Away,,,2025,Arizona State
11,11/28/25,Arizona,12:00 pm,Home,,,2025,Arizona State
0,08/30/25,Alabama A&M,4:15 pm,Home,,,2025,Arkansas
1,09/06/25,Arkansas St,5:00 pm,Home,,,2025,Arkansas
2,09/13/25,Mississippi,12:00 pm,Away,,,2025,Arkansas
3,09/20/25,Memphis,12:00 pm,Away,,,2025,Arkansas
4,09/27/25,Notre Dame,12:00 pm,Home,,,2025,Arkansas
5,10/11/25,Tennessee,12:00 pm,Away,,,2025,Arkansas
6,10/18/25,Texas A&M,12:00 pm,Home,,,2025,Arkansas
7,10/25/25,Auburn,12:00 pm,Home,,,2025,Arkansas
8,11/01/25,Mississippi St,12:00 pm,Home,,,2025,Arkansas
9,11/15/25,LSU,12:00 pm,Away,,,2025,Arkansas
10,11/22/25,Texas,12:00 pm,Away,,,2025,Arkansas
11,11/29/25,Missouri,12:00 pm,Home,,,2025,Arkansas
0,08/30/25,SE Missouri,7:00 pm,Home,,,2025,Arkansas State
1,09/06/25,Arkansas,5:00 pm,Away,,,2025,Arkansas State
2,09/13/25,Iowa St,4:00 pm,Home,,,2025,Arkansas State
3,09/20/25,Kennesaw St,6:00 pm,Away,,,2025,Arkansas State
4,09/27/25,UL Monroe,12:00 pm,Away,,,2025,Arkansas State
5,10/04/25,Texas St,7:00 pm,Home,,,2025,Arkansas State
6,10/14/25,S Alabama,7:30 pm,Away,,,2025,Arkansas State
7,10/25/25,Georgia So,12:00 pm,Home,,,2025,Arkansas State
8,11/01/25,Troy,12:00 pm,Away,,,2025,Arkansas State
9,11/08/25,Southern Miss,12:00 pm,Home,,,2025,Arkansas State
10,11/20/25,Louisiana,7:30 pm,Home,,,2025,Arkansas State
11,11/29/25,App State,12:00 pm,Away,,,2025,Arkansas State
0,08/29/25,Tarleton State,6:00 pm,Home,,,2025,Army
1,09/06/25,Kansas St,7:00 pm,Away,,,2025,Army
2,09/20/25,N Texas,12:00 pm,Home,,,2025,Army
3,09/25/25,E Carolina,7:30 pm,Away,,,2025,Army
4,10/04/25,UAB,12:00 pm,Away,,,2025,Army
5,10/11/25,Charlotte,12:00 pm,Home,,,2025,Army
6,10/18/25,Tulane,12:00 pm,Away,,,2025,Army
7,11/01/25,Air Force,12:00 pm,Away,,,2025,Army
8,11/08/25,Temple,12:00 pm,Home,,,2025,Army
9,11/22/25,Tulsa,12:00 pm,Home,,,2025,Army
10,11/28/25,UTSA,12:00 pm,Away,,,2025,Army
11,12/13/25,Navy,3:00 pm,Neutral,,,2025,Army
0,08/29/25,Baylor,8:00 pm,Away,,,2025,Auburn
1,09/06/25,Ball St,7:30 pm,Home,,,2025,Auburn
2,09/13/25,S Alabama,12:45 pm,Home,,,2025,Auburn
3,09/20/25,Oklahoma,12:00 pm,Away,,,2025,Auburn
4,09/27/25,Texas A&M,12:00 pm,Away,,,2025,Auburn
5,10/11/25,Georgia,12:00 pm,Home,,,2025,Auburn
6,10/18/25,Missouri,12:00 pm,Home,,,2025,Auburn
7,10/25/25,Arkansas,12:00 pm,Away,,,2025,Auburn
8,11/01/25,Kentucky,12:00 pm,Home,,,2025,Auburn
9,11/08/25,Vanderbilt,12:00 pm,Away,,,2025,Auburn
10,11/22/25,Mercer,2:00 pm,Home,,,2025,Auburn
11,11/29/25,Alabama,12:00 pm,Home,,,2025,Auburn
0,08/30/25,Purdue,12:00 pm,Away,,,2025,Ball State
1,09/06/25,Auburn,7:30 pm,Away,,,2025,Ball State
2,09/13/25,N Hampshire,2:00 pm,Home,,,2025,Ball State
3,09/20/25,UConn,3:30 pm,Away,,,2025,Ball State
4,10/04/25,Ohio,12:00 pm,Home,,,2025,Ball State
5,10/11/25,W Michigan,12:00 pm,Away,,,2025,Ball State
6,10/18/25,Akron,12:00 pm,Home,,,2025,Ball State
7,10/25/25,N Illinois,12:00 pm,Away,,,2025,Ball State
8,11/05/25,Kent St,12:00 pm,Home,,,2025,Ball State
9,11/15/25,E Michigan,12:00 pm,Home,,,2025,Ball State
10,11/22/25,Toledo,12:00 pm,Away,,,2025,Ball State
11,11/29/25,Miami OH,12:00 pm,Away,,,2025,Ball State
0,08/29/25,Auburn,8:00 pm,Home,,,2025,Baylor
1,09/06/25,SMU,12:00 pm,Away,,,2025,Baylor
2,09/13/25,Samford,12:00 pm,Home,,,2025,Baylor
3,09/20/25,Arizona St,12:00 pm,Home,,,2025,Baylor
4,09/27/25,Oklahoma St,12:00 pm,Away,,,2025,Baylor
5,10/04/25,Kansas St,12:00 pm,Home,,,2025,Baylor
6,10/18/25,TCU,12:00 pm,Away,,,2025,Baylor
7,10/25/25,Cincinnati,12:00 pm,Away,,,2025,Baylor
8,11/01/25,UCF,12:00 pm,Home,,,2025,Baylor
9,11/15/25,Utah,12:00 pm,Home,,,2025,Baylor
10,11/22/25,Arizona,12:00 pm,Away,,,2025,Baylor
11,11/29/25,Houston,12:00 pm,Home,,,2025,Baylor
0,08/28/25,S Florida,5:30 pm,Away,,,2025,Boise State
1,09/05/25,E Washingtn,9:00 pm,Home,,,2025,Boise State
2,09/20/25,Air Force,7:00 pm,Away,,,2025,Boise State
3,09/27/25,App State,12:00 pm,Home,,,2025,Boise State
4,10/04/25,Notre Dame,3:30 pm,Away,,,2025,Boise State
5,10/11/25,New Mexico,12:00 pm,Home,,,2025,Boise State
6,10/18/25,UNLV,12:00 pm,Home,,,2025,Boise State
7,10/24/25,Nevada,10:00 pm,Away,,,2025,Boise State
8,11/01/25,Fresno St,12:00 pm,Home,,,2025,Boise State
9,11/15/25,San Diego St,10:30 pm,Away,,,2025,Boise State
10,11/22/25,Colorado St,12:00 pm,Home,,,2025,Boise State
11,11/28/25,Utah St,4:00 pm,Away,,,2025,Boise State
0,08/30/25,Fordham,2:00 pm,Home,,,2025,Boston College
1,09/06/25,Michigan St,7:30 pm,Away,,,2025,Boston College
2,09/13/25,Stanford,10:30 pm,Away,,,2025,Boston College
3,09/27/25,California,12:00 pm,Home,,,2025,Boston College
4,10/04/25,Pittsburgh,12:00 pm,Away,,,2025,Boston College
5,10/11/25,Clemson,12:00 pm,Home,,,2025,Boston College
6,10/18/25,UConn,12:00 pm,Home,,,2025,Boston College
7,10/25/25,Louisville,12:00 pm,Away,,,2025,Boston College
8,11/01/25,Notre Dame,12:00 pm,Home,,,2025,Boston College
9,11/08/25,SMU,12:00 pm,Home,,,2025,Boston College
10,11/15/25,Georgia Tech,12:00 pm,Home,,,2025,Boston College
11,11/29/25,Syracuse,12:00 pm,Away,,,2025,Boston College
0,08/28/25,Lafayette,6:00 pm,Home,,,2025,Bowling Green
1,09/06/25,Cincinnati,3:30 pm,Away,,,2025,Bowling Green
2,09/13/25,Liberty,5:00 pm,Home,,,2025,Bowling Green
3,09/20/25,Louisville,12:00 pm,Away,,,2025,Bowling Green
4,09/27/25,Ohio,12:00 pm,Away,,,2025,Bowling Green
5,10/11/25,Toledo,12:00 pm,Home,,,2025,Bowling Green
6,10/18/25,C Michigan,12:00 pm,Home,,,2025,Bowling Green
7,10/25/25,Kent St,12:00 pm,Away,,,2025,Bowling Green
8,11/01/25,Buffalo,12:00 pm,Home,,,2025,Bowling Green
9,11/08/25,E Michigan,12:00 pm,Away,,,2025,Bowling Green
10,11/18/25,Akron,12:00 pm,Home,,,2025,Bowling Green
11,11/25/25,UMass,12:00 pm,Away,,,2025,Bowling Green
0,08/28/25,Minnesota,8:00 pm,Away,,,2025,Buffalo
1,09/06/25,St. Francis,3:30 pm,Home,,,2025,Buffalo
2,09/13/25,Kent St,12:00 pm,Away,,,2025,Buffalo
3,09/20/25,Troy,12:00 pm,Home,,,2025,Buffalo
4,09/27/25,UConn,12:00 pm,Home,,,2025,Buffalo
5,10/04/25,E Michigan,12:00 pm,Home,,,2025,Buffalo
6,10/18/25,UMass,12:00 pm,Away,,,2025,Buffalo
7,10/25/25,Akron,12:00 pm,Home,,,2025,Buffalo
8,11/01/25,Bowling Green,12:00 pm,Away,,,2025,Buffalo
9,11/12/25,C Michigan,12:00 pm,Away,,,2025,Buffalo
10,11/19/25,Miami OH,7:00 pm,Home,,,2025,Buffalo
11,11/28/25,Ohio,12:00 pm,Home,,,2025,Buffalo
0,08/30/25,Portland St,8:00 pm,Home,,,2025,BYU
1,09/06/25,Stanford,10:15 pm,Home,,,2025,BYU
2,09/20/25,E Carolina,12:00 pm,Away,,,2025,BYU
3,09/27/25,Colorado,10:15 pm,Away,,,2025,BYU
4,10/03/25,West Virginia,10:30 pm,Home,,,2025,BYU
5,10/11/25,Arizona,12:00 pm,Away,,,2025,BYU
6,10/18/25,Utah,12:00 pm,Home,,,2025,BYU
7,10/25/25,Iowa St,12:00 pm,Away,,,2025,BYU
8,11/08/25,Texas Tech,12:00 pm,Away,,,2025,BYU
9,11/15/25,TCU,12:00 pm,Home,,,2025,BYU
10,11/22/25,Cincinnati,12:00 pm,Away,,,2025,BYU
11,11/29/25,UCF,12:00 pm,Home,,,2025,BYU
0,08/29/25,San Jose St,10:30 pm,Away,,,2025,Central Michigan
1,09/06/25,Pittsburgh,12:00 pm,Away,,,2025,Central Michigan
2,09/13/25,Michigan,12:00 pm,Away,,,2025,Central Michigan
3,09/20/25,Wagner,1:00 pm,Home,,,2025,Central Michigan
4,09/27/25,E Michigan,12:00 pm,Home,,,2025,Central Michigan
5,10/04/25,Akron,12:00 pm,Away,,,2025,Central Michigan
6,10/18/25,Bowling Green,12:00 pm,Away,,,2025,Central Michigan
7,10/25/25,UMass,12:00 pm,Home,,,2025,Central Michigan
8,11/01/25,W Michigan,12:00 pm,Away,,,2025,Central Michigan
9,11/12/25,Buffalo,12:00 pm,Home,,,2025,Central Michigan
10,11/19/25,Kent St,7:00 pm,Away,,,2025,Central Michigan
11,11/29/25,Toledo,12:00 pm,Home,,,2025,Central Michigan
0,08/30/25,Oregon St,10:30 pm,Away,,,2025,California
1,09/06/25,Texas Southern,6:00 pm,Home,,,2025,California
2,09/13/25,Minnesota,10:30 pm,Home,,,2025,California
3,09/20/25,San Diego St,10:30 pm,Away,,,2025,California
4,09/27/25,Boston College,12:00 pm,Away,,,2025,California
5,10/04/25,Duke,12:00 pm,Home,,,2025,California
6,10/17/25,North Carolina,10:30 pm,Home,,,2025,California
7,10/24/25,Virginia Tech,7:30 pm,Away,,,2025,California
8,11/01/25,Virginia,12:00 pm,Home,,,2025,California
9,11/08/25,Louisville,12:00 pm,Away,,,2025,California
10,11/22/25,Stanford,12:00 pm,Away,,,2025,California
11,11/29/25,SMU,12:00 pm,Home,,,2025,California
0,08/29/25,App State,7:00 pm,Neutral,,,2025,Charlotte
1,09/06/25,North Carolina,7:00 pm,Home,,,2025,Charlotte
2,09/13/25,Monmouth,6:00 pm,Home,,,2025,Charlotte
3,09/18/25,Rice,7:30 pm,Home,,,2025,Charlotte
4,10/03/25,S Florida,7:00 pm,Away,,,2025,Charlotte
5,10/11/25,Army,12:00 pm,Away,,,2025,Charlotte
6,10/18/25,Temple,12:00 pm,Home,,,2025,Charlotte
7,10/24/25,N Texas,7:00 pm,Home,,,2025,Charlotte
8,11/08/25,E Carolina,12:00 pm,Away,,,2025,Charlotte
9,11/15/25,UTSA,12:00 pm,Home,,,2025,Charlotte
10,11/22/25,Georgia,12:45 pm,Away,,,2025,Charlotte
11,11/29/25,Tulane,12:00 pm,Away,,,2025,Charlotte
0,08/28/25,Nebraska,9:00 pm,Neutral,,,2025,Cincinnati
1,09/06/25,Bowling Green,3:30 pm,Home,,,2025,Cincinnati
2,09/13/25,NW State,3:30 pm,Home,,,2025,Cincinnati
3,09/27/25,Kansas,12:00 pm,Away,,,2025,Cincinnati
4,10/04/25,Iowa St,12:00 pm,Home,,,2025,Cincinnati
5,10/11/25,UCF,12:00 pm,Home,,,2025,Cincinnati
6,10/18/25,Oklahoma St,12:00 pm,Away,,,2025,Cincinnati
7,10/25/25,Baylor,12:00 pm,Home,,,2025,Cincinnati
8,11/01/25,Utah,12:00 pm,Away,,,2025,Cincinnati
9,11/15/25,Arizona,12:00 pm,Home,,,2025,Cincinnati
10,11/22/25,BYU,12:00 pm,Home,,,2025,Cincinnati
11,11/29/25,TCU,12:00 pm,Away,,,2025,Cincinnati
0,08/30/25,LSU,7:30 pm,Home,,,2025,Clemson
1,09/06/25,Troy,3:30 pm,Home,,,2025,Clemson
2,09/13/25,Georgia Tech,12:00 pm,Away,,,2025,Clemson
3,09/20/25,Syracuse,12:00 pm,Home,,,2025,Clemson
4,10/04/25,North Carolina,12:00 pm,Away,,,2025,Clemson
5,10/11/25,Boston College,12:00 pm,Away,,,2025,Clemson
6,10/18/25,SMU,12:00 pm,Home,,,2025,Clemson
7,11/01/25,Duke,12:00 pm,Home,,,2025,Clemson
8,11/08/25,Florida St,12:00 pm,Home,,,2025,Clemson
9,11/14/25,Louisville,8:00 pm,Away,,,2025,Clemson
10,11/22/25,Furman,12:00 pm,Home,,,2025,Clemson
11,11/29/25,South Carolina,12:00 pm,Away,,,2025,Clemson
0,08/30/25,Virginia,6:00 pm,Away,,,2025,Coastal Carolina
1,09/06/25,Charl South,7:30 pm,Home,,,2025,Coastal Carolina
2,09/13/25,E Carolina,7:30 pm,Home,,,2025,Coastal Carolina
3,09/20/25,S Alabama,12:00 pm,Away,,,2025,Coastal Carolina
4,10/04/25,Old Dominion,12:00 pm,Away,,,2025,Coastal Carolina
5,10/11/25,UL Monroe,12:00 pm,Home,,,2025,Coastal Carolina
6,10/18/25,App State,12:00 pm,Away,,,2025,Coastal Carolina
7,10/30/25,Marshall,7:30 pm,Home,,,2025,Coastal Carolina
8,11/08/25,Georgia St,12:00 pm,Home,,,2025,Coastal Carolina
9,11/15/25,Georgia So,12:00 pm,Away,,,2025,Coastal Carolina
10,11/22/25,South Carolina,12:00 pm,Away,,,2025,Coastal Carolina
11,11/29/25,J Madison,12:00 pm,Home,,,2025,Coastal Carolina
0,08/29/25,Georgia Tech,8:00 pm,Home,,,2025,Colorado
1,09/06/25,Delaware,3:30 pm,Home,,,2025,Colorado
2,09/12/25,Houston,7:30 pm,Away,,,2025,Colorado
3,09/20/25,Wyoming,12:00 pm,Home,,,2025,Colorado
4,09/27/25,BYU,10:15 pm,Home,,,2025,Colorado
5,10/04/25,TCU,12:00 pm,Away,,,2025,Colorado
6,10/11/25,Iowa St,12:00 pm,Home,,,2025,Colorado
7,10/25/25,Utah,12:00 pm,Away,,,2025,Colorado
8,11/01/25,Arizona,12:00 pm,Home,,,2025,Colorado
9,11/08/25,West Virginia,12:00 pm,Away,,,2025,Colorado
10,11/22/25,Arizona St,12:00 pm,Home,,,2025,Colorado
11,11/29/25,Kansas St,12:00 pm,Away,,,2025,Colorado
0,08/30/25,Washington,11:00 pm,Away,,,2025,Colorado State
1,09/06/25,N Colorado,12:00 pm,Home,,,2025,Colorado State
2,09/20/25,UTSA,12:00 pm,Home,,,2025,Colorado State
3,09/27/25,Washington St,7:30 pm,Home,,,2025,Colorado State
4,10/03/25,San Diego St,10:30 pm,Away,,,2025,Colorado State
5,10/10/25,Fresno St,9:00 pm,Home,,,2025,Colorado State
6,10/18/25,Hawai'i,12:00 pm,Home,,,2025,Colorado State
7,10/25/25,Wyoming,7:30 pm,Away,,,2025,Colorado State
8,11/08/25,UNLV,12:00 pm,Home,,,2025,Colorado State
9,11/15/25,New Mexico,12:00 pm,Away,,,2025,Colorado State
10,11/22/25,Boise St,12:00 pm,Away,,,2025,Colorado State
11,11/28/25,Air Force,12:00 pm,Home,,,2025,Colorado State
0,08/28/25,Delaware State,7:00 pm,Home,,,2025,Delaware
1,09/06/25,Colorado,3:30 pm,Away,,,2025,Delaware
2,09/13/25,UConn,3:00 pm,Home,,,2025,Delaware
3,09/20/25,Florida Intl,6:00 pm,Away,,,2025,Delaware
4,10/03/25,W Kentucky,7:00 pm,Home,,,2025,Delaware
5,10/15/25,Jacksonville St,7:00 pm,Away,,,2025,Delaware
6,10/22/25,Middle Tenn,7:30 pm,Home,,,2025,Delaware
7,11/01/25,Liberty,3:30 pm,Away,,,2025,Delaware
8,11/08/25,Louisiana Tech,3:00 pm,Home,,,2025,Delaware
9,11/15/25,Sam Houston,1:00 pm,Away,,,2025,Delaware
10,11/22/25,Wake Forest,12:00 pm,Away,,,2025,Delaware
11,11/29/25,UTEP,1:00 pm,Home,,,2025,Delaware
0,08/28/25,Elon,7:30 pm,Home,,,2025,Duke
1,09/06/25,Illinois,12:00 pm,Home,,,2025,Duke
2,09/13/25,Tulane,8:00 pm,Away,,,2025,Duke
3,09/20/25,NC State,12:00 pm,Home,,,2025,Duke
4,09/27/25,Syracuse,12:00 pm,Away,,,2025,Duke
5,10/04/25,California,12:00 pm,Away,,,2025,Duke
6,10/18/25,Georgia Tech,12:00 pm,Home,,,2025,Duke
7,11/01/25,Clemson,12:00 pm,Away,,,2025,Duke
8,11/08/25,UConn,3:30 pm,Away,,,2025,Duke
9,11/15/25,Virginia,12:00 pm,Home,,,2025,Duke
10,11/22/25,North Carolina,12:00 pm,Away,,,2025,Duke
11,11/29/25,Wake Forest,12:00 pm,Home,,,2025,Duke
0,08/28/25,NC State,7:00 pm,Away,,,2025,East Carolina
1,09/06/25,Campbell,6:00 pm,Home,,,2025,East Carolina
2,09/13/25,Coastal Car,7:30 pm,Away,,,2025,East Carolina
3,09/20/25,BYU,12:00 pm,Home,,,2025,East Carolina
4,09/25/25,Army,7:30 pm,Home,,,2025,East Carolina
5,10/09/25,Tulane,12:00 pm,Away,,,2025,East Carolina
